Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-000689235-protein539.fasta	GCF_000689235	NZ_HG939456.1	568848	569502	539	Transcriptional regulator	http://purl.uniprot.org/uniprot/S9KLN2
GCF-000689235-protein1865.fasta	GCF_000689235	NZ_HG939456.1	1944891	1945671	1865	Uridine phosphorylase	http://purl.uniprot.org/uniprot/F8Y3Q0
GCF-001026925-protein3904.fasta	GCF_001026925	NZ_CP010867.1	1988067	1988385	3904	UPF0473 protein SAK_2028	http://purl.uniprot.org/uniprot/Q3JYN5
GCF-000012705-protein2325.fasta	GCF_000012705	NC_007432.1	243245	243578	2325		
GCF-001026925-protein3402.fasta	GCF_001026925	NZ_CP010867.1	1489147	1489735	3402	dephospho-CoA kinase	http://purl.uniprot.org/uniparc/UPI0002BE369F
GCF-000012705-protein3973.fasta	GCF_000012705	NC_007432.1	1936893	1937475	3973	Acetyltransferase	http://purl.uniprot.org/uniprot/F8Y3H1
GCF-001026925-protein3333.fasta	GCF_001026925	NZ_CP010867.1	1408961	1410020	3333	Nucleotide sugar dehydratase, putative	http://purl.uniprot.org/uniprot/F8Y1S2
GCF-001026925-protein2832.fasta	GCF_001026925	NZ_CP010867.1	883373	884393	2832	BmrU protein, putative	http://purl.uniprot.org/uniprot/Q8E083
GCF-001026925-protein3529.fasta	GCF_001026925	NZ_CP010867.1	1608458	1609007	3529	UPF0397 protein HMPREF9171_0598	http://purl.uniprot.org/uniprot/E7S2V2
GCF-001026925-protein3821.fasta	GCF_001026925	NZ_CP010867.1	1910676	1911393	3821	Transcriptional regulator, MerR family	http://purl.uniprot.org/uniprot/A0A0E1EK15
GCF-001026925-protein3378.fasta	GCF_001026925	NZ_CP010867.1	1463452	1465444	3378	UvrABC system protein B	http://purl.uniprot.org/uniprot/Q3K051
GCF-000689235-protein612.fasta	GCF_000689235	NZ_HG939456.1	642769	643543	612	Membrane protein	http://purl.uniprot.org/uniprot/S9B571
GCF-001026925-protein2802.fasta	GCF_001026925	NZ_CP010867.1	850573	852733	2802	Ribonucleoside-diphosphate reductase	http://purl.uniprot.org/uniprot/S9KT54
GCF-001026925-protein2116.fasta	GCF_001026925	NZ_CP010867.1	133931	135122	2116	Argininosuccinate synthase	http://purl.uniprot.org/uniprot/Q8E272
GCF-000427035-protein3372.fasta	GCF_000427035	NC_021485.1	1309758	1311525	3372	Sulfur carrier protein adenylyltransferase ThiF	http://purl.uniprot.org/uniparc/UPI000332E1F3
GCF-000012705-protein3048.fasta	GCF_000012705	NC_007432.1	986387	986834	3048		
GCF-000196055-protein397.fasta	GCF_000196055	NC_004368.1	410372	412634	397	cell wall anchor protein	http://purl.uniprot.org/uniparc/UPI0008105AB9
GCF-001026925-protein3663.fasta	GCF_001026925	NZ_CP010867.1	1744112	1745792	3663	Ribonuclease J	http://purl.uniprot.org/uniprot/A0A0E1EJB4
GCF-000007265-protein586.fasta	GCF_000007265	NC_004116.1	595431	595734	586	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8H3A3
GCF-000012705-protein3795.fasta	GCF_000012705	NC_007432.1	1758740	1759049	3795	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A0E1EJA9
GCF-001026925-protein2618.fasta	GCF_001026925	NZ_CP010867.1	653412	653811	2618	Holin, toxin secretionphage lysis	http://purl.uniprot.org/uniprot/A0A0E1EG99
GCF-000689235-protein1356.fasta	GCF_000689235	NZ_HG939456.1	1440321	1440537	1356	UPF0346 protein HMPREF9171_0712	http://purl.uniprot.org/uniprot/E7S366
GCF-000689235-protein665.fasta	GCF_000689235	NZ_HG939456.1	699666	699879	665	Seryl-tRNA synthetase	http://purl.uniprot.org/uniprot/S9B2U6
GCF-000689235-protein1599.fasta	GCF_000689235	NZ_HG939456.1	1673995	1674505	1599	CHAP domain-containing protein	http://purl.uniprot.org/uniprot/F8Y2T7
GCF-000196055-protein1330.fasta	GCF_000196055	NC_004368.1	1376584	1378291	1330	PTS system lactose-specific transporter subunit IIBC	http://purl.uniprot.org/uniprot/A0A0Y4E3Z7
GCF-001026925-protein2443.fasta	GCF_001026925	NZ_CP010867.1	473302	474295	2443	Aspartate--ammonia ligase	http://purl.uniprot.org/uniprot/Q8E6R5
GCF-000012705-protein2659.fasta	GCF_000012705	NC_007432.1	565751	566972	2659	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E0Y3
GCF-000196055-protein414.fasta	GCF_000196055	NC_004368.1	430327	430711	414	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002B96BEC
GCF-000007265-protein1002.fasta	GCF_000007265	NC_004116.1	1037482	1037845	1002	Conserved domain protein	http://purl.uniprot.org/uniprot/Q8DZR7
GCF-001026925-protein3243.fasta	GCF_001026925	NZ_CP010867.1	1314692	1315922	3243	Two component system histidine kinase	http://purl.uniprot.org/uniprot/A0A076YZW7
GCF-001026925-protein2360.fasta	GCF_001026925	NZ_CP010867.1	389923	390343	2360	HIT family protein	http://purl.uniprot.org/uniprot/F8XYM3
GCF-001026925-protein3285.fasta	GCF_001026925	NZ_CP010867.1	1359848	1360187	3285	Ribosome-associated protein	http://purl.uniprot.org/uniprot/S9KJ07
GCF-001026925-protein3893.fasta	GCF_001026925	NZ_CP010867.1	1977225	1978188	3893	ABC transporter substrate-binding protein	http://purl.uniprot.org/uniprot/A0A0E1EJZ9
GCF-001026925-protein2672.fasta	GCF_001026925	NZ_CP010867.1	711234	711906	2672	Multidrug ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/S9KW63
GCF-000196055-protein392.fasta	GCF_000196055	NC_004368.1	400330	405061	392	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8CM69
GCF-000427035-protein3272.fasta	GCF_000427035	NC_021485.1	1202962	1203412	3272	CpsF	http://purl.uniprot.org/uniprot/B1NIZ2
GCF-000196055-protein1120.fasta	GCF_000196055	NC_004368.1	1163886	1165182	1120	ISLre2 family transposase	http://purl.uniprot.org/uniparc/UPI0005A87483
GCF-000689235-protein1434.fasta	GCF_000689235	NZ_HG939456.1	1512823	1513546	1434	Pseudouridine synthase	http://purl.uniprot.org/uniprot/E7S2Z1
GCF-001026925-protein3246.fasta	GCF_001026925	NZ_CP010867.1	1317343	1319098	3246	Lipid A export ATP-bindingpermease protein MsbA	http://purl.uniprot.org/uniprot/A0A0E1EI69
GCF-000196055-protein1155.fasta	GCF_000196055	NC_004368.1	1196518	1196776	1155	RNA-binding protein	http://purl.uniprot.org/uniprot/A0A1J7VY21
GCF-000689235-protein861.fasta	GCF_000689235	NZ_HG939456.1	917542	918946	861	DNA segregation ATPase FtsK/SpoIIIE	http://purl.uniprot.org/uniprot/A0A1D4QRF8
GCF-000007265-protein1787.fasta	GCF_000007265	NC_004116.1	1841343	1844079	1787	Phage tail tape measure protein	http://purl.uniprot.org/uniprot/A0A1F0C5L2
GCF-000012705-protein2656.fasta	GCF_000012705	NC_007432.1	562615	563041	2656	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1C0BBI0
GCF-000689235-protein553.fasta	GCF_000689235	NZ_HG939456.1	584095	584608	553	Shikimate kinase	http://purl.uniprot.org/uniprot/F8XZ46
GCF-000007265-protein1783.fasta	GCF_000007265	NC_004116.1	1836361	1836700	1783	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1P8VVU3
GCF-001026925-protein2990.fasta	GCF_001026925	NZ_CP010867.1	1056827	1057712	2990	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EH96
GCF-001026925-protein3683.fasta	GCF_001026925	NZ_CP010867.1	1763870	1764437	3683	Ribonuclease M5	http://purl.uniprot.org/uniprot/A0A0E1EJD4
GCF-000427035-protein3378.fasta	GCF_000427035	NC_021485.1	1314792	1315431	3378	Exported protein	http://purl.uniprot.org/uniprot/F8Y1B8
GCF-000689235-protein57.fasta	GCF_000689235	NZ_HG939456.1	77965	78589	57	50S ribosomal protein L4	http://purl.uniprot.org/uniprot/F8XXI0
GCF-000689235-protein1469.fasta	GCF_000689235	NZ_HG939456.1	1544697	1546077	1469	V-type Na+-ATPase subunit J	http://purl.uniprot.org/uniprot/S9AV90
GCF-001026925-protein2194.fasta	GCF_001026925	NZ_CP010867.1	223764	224517	2194	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8XY44
GCF-000689235-protein1488.fasta	GCF_000689235	NZ_HG939456.1	1564224	1564500	1488	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000187A3CA
GCF-000427035-protein3994.fasta	GCF_000427035	NC_021485.1	1951825	1952671	3994	phosphate ABC transporter permease subunit PstC	http://purl.uniprot.org/uniparc/UPI000332DD36
GCF-000689235-protein898.fasta	GCF_000689235	NZ_HG939456.1	956959	959509	898	Aminopeptidase	http://purl.uniprot.org/uniprot/A0A1F0CFS3
GCF-001026925-protein2160.fasta	GCF_001026925	NZ_CP010867.1	190363	190735	2160	Competence protein ComGG	http://purl.uniprot.org/uniprot/A0A1F0C8P9
GCF-000427035-protein3356.fasta	GCF_000427035	NC_021485.1	1295196	1295421	3356	DNA_binding protein	http://purl.uniprot.org/uniprot/A0A0Z8PF95
GCF-000689235-protein1246.fasta	GCF_000689235	NZ_HG939456.1	1322164	1322524	1246	50S ribosomal protein L20	http://purl.uniprot.org/uniprot/F8Y1N0
GCF-001026925-protein3478.fasta	GCF_001026925	NZ_CP010867.1	1560266	1561220	3478	Branched-chain amino acid ABC transporter permease	http://purl.uniprot.org/uniprot/A0A0E1EJ45
GCF-001026925-protein3881.fasta	GCF_001026925	NZ_CP010867.1	1965323	1966208	3881	Pseudouridine synthase	http://purl.uniprot.org/uniprot/A0A0E1EK05
GCF-000689235-protein456.fasta	GCF_000689235	NZ_HG939456.1	486224	486614	456	Type IV prepilin peptidase	http://purl.uniprot.org/uniprot/A0A1D0CGH8
GCF-001026925-protein2178.fasta	GCF_001026925	NZ_CP010867.1	203742	204471	2178	LrgA-associated membrane protein LrgB	http://purl.uniprot.org/uniprot/A0A0E1EEX8
GCF-001026925-protein4007.fasta	GCF_001026925	NZ_CP010867.1	2082409	2083102	4007	Membrane protein	http://purl.uniprot.org/uniprot/A0A0E1EKM0
GCF-000689235-protein872.fasta	GCF_000689235	NZ_HG939456.1	929241	930171	872	Conjugative transposon protein TcpC	http://purl.uniprot.org/uniprot/A0A1H4A1L3
GCF-001026925-protein3980.fasta	GCF_001026925	NZ_CP010867.1	2055681	2057583	3980	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	http://purl.uniprot.org/uniprot/F8Y3W6
GCF-000689235-protein1509.fasta	GCF_000689235	NZ_HG939456.1	1577417	1578332	1509	Multidrug DMT transporter	http://purl.uniprot.org/uniprot/A0A0H1IBX2
GCF-000427035-protein3385.fasta	GCF_000427035	NC_021485.1	1325104	1325695	3385	Abortive infection protein	http://purl.uniprot.org/uniprot/A0A2I7ZET8
GCF-001026925-protein3405.fasta	GCF_001026925	NZ_CP010867.1	1491766	1493359	3405	Transglutaminase	http://purl.uniprot.org/uniprot/A0A0H1GMD7
GCF-001026925-protein3464.fasta	GCF_001026925	NZ_CP010867.1	1549532	1550360	3464	Exodeoxyribonuclease	http://purl.uniprot.org/uniprot/S9C6B4
GCF-000007265-protein2044.fasta	GCF_000007265	NC_004116.1	2093445	2093694	2044	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1A9E3T9
GCF-001026925-protein2131.fasta	GCF_001026925	NZ_CP010867.1	149460	150621	2131	Glycosyl transferase, group 4 family protein	http://purl.uniprot.org/uniprot/A0A0E1EKG2
GCF-001026925-protein2243.fasta	GCF_001026925	NZ_CP010867.1	267427	269062	2243	DUF2974 domain-containing protein	http://purl.uniprot.org/uniparc/UPI00005C72AB
GCF-001026925-protein2223.fasta	GCF_001026925	NZ_CP010867.1	244608	245538	2223	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0H1DAB7
GCF-001026925-protein3719.fasta	GCF_001026925	NZ_CP010867.1	1800531	1801824	3719	Adenylosuccinate synthetase	http://purl.uniprot.org/uniprot/Q3JZ68
GCF-000689235-protein845.fasta	GCF_000689235	NZ_HG939456.1	900469	901060	845	Methyltransferase	http://purl.uniprot.org/uniprot/A0A1J7W6A7
GCF-001026925-protein2119.fasta	GCF_001026925	NZ_CP010867.1	137634	138552	2119	L-2-hydroxyisocaproate dehydrogenase	http://purl.uniprot.org/uniprot/S9M1B7
GCF-000196055-protein385.fasta	GCF_000196055	NC_004368.1	394907	395183	385	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002BAACD9
GCF-001026925-protein3957.fasta	GCF_001026925	NZ_CP010867.1	2037834	2038323	3957	Putative phage protein	http://purl.uniprot.org/uniprot/A0A0H1NGP3
GCF-001026925-protein2034.fasta	GCF_001026925	NZ_CP010867.1	56727	57531	2034	Phosphosugar-binding transcriptional regulator, RpiR family	http://purl.uniprot.org/uniprot/Q8E2E6
GCF-001026925-protein2111.fasta	GCF_001026925	NZ_CP010867.1	129070	130057	2111	Ribose operon repressor	http://purl.uniprot.org/uniprot/F8XXR0
GCF-000012705-protein2645.fasta	GCF_000012705	NC_007432.1	559197	559545	2645	VRR-NUC domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002DFDCE2
GCF-000196055-protein1303.fasta	GCF_000196055	NC_004368.1	1345479	1346241	1303		
GCF-001026925-protein2835.fasta	GCF_001026925	NZ_CP010867.1	888812	889952	2835	Glucose-1-phosphate adenylyltransferase	http://purl.uniprot.org/uniprot/Q3K1K4
GCF-001026925-protein2620.fasta	GCF_001026925	NZ_CP010867.1	655769	657011	2620	Recombinase	http://purl.uniprot.org/uniprot/A0A0H1WAV6
GCF-001026925-protein3819.fasta	GCF_001026925	NZ_CP010867.1	1909144	1910098	3819	Ribosomal protein L11 methyltransferase	http://purl.uniprot.org/uniprot/A0A0H1VJT0
GCF-000689235-protein1320.fasta	GCF_000689235	NZ_HG939456.1	1403670	1404411	1320	ABC transporter, ATP-binding protein	http://purl.uniprot.org/uniprot/E7S3A4
GCF-001026925-protein3677.fasta	GCF_001026925	NZ_CP010867.1	1759340	1759973	3677	Thiamine pyrophosphokinase	http://purl.uniprot.org/uniprot/A0A0E1EJM8
GCF-001026925-protein2669.fasta	GCF_001026925	NZ_CP010867.1	708557	709787	2669	ABC transporter permease	http://purl.uniprot.org/uniparc/UPI00005BB2B7
GCF-001026925-protein3240.fasta	GCF_001026925	NZ_CP010867.1	1311787	1312780	3240	Phosphomevalonate kinase	http://purl.uniprot.org/uniprot/A0A076ZBP9
GCF-001026925-protein2280.fasta	GCF_001026925	NZ_CP010867.1	304720	306874	2280		
GCF-000196055-protein1148.fasta	GCF_000196055	NC_004368.1	1193448	1193748	1148	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A1J7VY43
GCF-000196055-protein1343.fasta	GCF_000196055	NC_004368.1	1391051	1391822	1343	Zeta-toxin	http://purl.uniprot.org/uniprot/F8Y1B2
GCF-000012705-protein4088.fasta	GCF_000012705	NC_007432.1	2042761	2043970	4088	Putative transposase	http://purl.uniprot.org/uniprot/D1JA43
GCF-000689235-protein562.fasta	GCF_000689235	NZ_HG939456.1	590804	591416	562	Transposase	http://purl.uniprot.org/uniprot/A0A1J7V4B8
GCF-001026925-protein3019.fasta	GCF_001026925	NZ_CP010867.1	1087429	1088506	3019	Aspartate-semialdehyde dehydrogenase	http://purl.uniprot.org/uniprot/A0A0H1X995
GCF-000427035-protein3000.fasta	GCF_000427035	NC_021485.1	922910	923900	3000	lipoate--protein ligase A	http://purl.uniprot.org/uniparc/UPI000332E8DD
GCF-001026925-protein2030.fasta	GCF_001026925	NZ_CP010867.1	53245	53908	2030	Uncharacterized protein	http://purl.uniprot.org/uniprot/Q8E7V8
GCF-000689235-protein1338.fasta	GCF_000689235	NZ_HG939456.1	1421751	1422921	1338	Transporter, major facilitator family protein	http://purl.uniprot.org/uniprot/E7S387
GCF-000689235-protein1603.fasta	GCF_000689235	NZ_HG939456.1	1677285	1678482	1603	Phosphoglycerate kinase	http://purl.uniprot.org/uniprot/F8Y2U1
GCF-000689235-protein548.fasta	GCF_000689235	NZ_HG939456.1	578960	579446	548	NUDIX family hydrolase	http://purl.uniprot.org/uniprot/F8XZ41
GCF-001026925-protein2240.fasta	GCF_001026925	NZ_CP010867.1	258439	259075	2240	Osmotically activated L-carnitinecholine ABC transporter, permease protein OpuCB	http://purl.uniprot.org/uniprot/A0A0H1VFS9
GCF-000689235-protein1425.fasta	GCF_000689235	NZ_HG939456.1	1504372	1504618	1425	UPF0298 protein SAG0014_01540	http://purl.uniprot.org/uniprot/S9B0L2
GCF-000689235-protein915.fasta	GCF_000689235	NZ_HG939456.1	973024	975655	915	ABC transporter permease	http://purl.uniprot.org/uniprot/A0A1F0CGI1
GCF-000007265-protein583.fasta	GCF_000007265	NC_004116.1	592870	594877	583	Prophage LambdaSa1, minor structural protein	http://purl.uniprot.org/uniprot/A0A0H1JBK2
GCF-001026925-protein2077.fasta	GCF_001026925	NZ_CP010867.1	90039	90426	2077	50S ribosomal protein L17	http://purl.uniprot.org/uniprot/A0A0H1JEZ3
GCF-001026925-protein2288.fasta	GCF_001026925	NZ_CP010867.1	313404	314865	2288	Nicotinate phosphoribosyltransferase	http://purl.uniprot.org/uniprot/Q8E772
GCF-000689235-protein1335.fasta	GCF_000689235	NZ_HG939456.1	1418337	1418805	1335	SsrA-binding protein	http://purl.uniprot.org/uniprot/F8Y231
GCF-000689235-protein1367.fasta	GCF_000689235	NZ_HG939456.1	1448760	1449450	1367	50S ribosomal protein L1	http://purl.uniprot.org/uniprot/P66093
GCF-000689235-protein243.fasta	GCF_000689235	NZ_HG939456.1	268106	268715	243	TetR family transcriptional regulator	http://purl.uniprot.org/uniprot/F8XYB3
GCF-001026925-protein3922.fasta	GCF_001026925	NZ_CP010867.1	2006525	2007806	3922	Histidine--tRNA ligase	http://purl.uniprot.org/uniprot/Q3JYL6
GCF-000196055-protein403.fasta	GCF_000196055	NC_004368.1	420615	421098	403	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y1U9
GCF-001026925-protein2112.fasta	GCF_001026925	NZ_CP010867.1	130238	131327	2112	Permease	http://purl.uniprot.org/uniprot/A0A0E1EEQ9
GCF-001026925-protein2031.fasta	GCF_001026925	NZ_CP010867.1	53904	54822	2031	N-acetylneuraminate lyase	http://purl.uniprot.org/uniprot/S9CK39
GCF-001026925-protein2090.fasta	GCF_001026925	NZ_CP010867.1	107256	108396	2090	Chaperone protein DnaJ	http://purl.uniprot.org/uniprot/Q8E298
GCF-000196055-protein389.fasta	GCF_000196055	NC_004368.1	397050	397509	389	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y1W3
GCF-000196055-protein1369.fasta	GCF_000196055	NC_004368.1	1420442	1420889	1369	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EI36
GCF-000689235-protein807.fasta	GCF_000689235	NZ_HG939456.1	858650	859610	807	Gram-positive signal peptide protein, YSIRK family	http://purl.uniprot.org/uniprot/E7S4N1
GCF-000689235-protein1096.fasta	GCF_000689235	NZ_HG939456.1	1157512	1157995	1096	DNA mismatch repair protein MutT	http://purl.uniprot.org/uniprot/S9CK13
GCF-001026925-protein2726.fasta	GCF_001026925	NZ_CP010867.1	768607	769534	2726	Peptidase, U32 family	http://purl.uniprot.org/uniprot/E7S527
GCF-001026925-protein3244.fasta	GCF_001026925	NZ_CP010867.1	1315921	1316608	3244	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A075MYT0
GCF-001026925-protein2634.fasta	GCF_001026925	NZ_CP010867.1	667998	669663	2634	PI-1 backbone protein	http://purl.uniprot.org/uniprot/B9UQG3
GCF-001026925-protein3307.fasta	GCF_001026925	NZ_CP010867.1	1380136	1381591	3307	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	http://purl.uniprot.org/uniprot/Q3K0C1
GCF-000007265-protein1859.fasta	GCF_000007265	NC_004116.1	1906248	1906938	1859	Transcriptional regulatory protein	http://purl.uniprot.org/uniprot/Q6X494
GCF-000689235-protein1652.fasta	GCF_000689235	NZ_HG939456.1	1726938	1727217	1652	PTS system lactose/cellobiose family IIB subunit	http://purl.uniprot.org/uniprot/F8Y2Y6
GCF-000689235-protein662.fasta	GCF_000689235	NZ_HG939456.1	696579	696855	662	Membrane protein	http://purl.uniprot.org/uniprot/S9B3I2
GCF-001026925-protein3829.fasta	GCF_001026925	NZ_CP010867.1	1915026	1916295	3829	Chromosome segregation helicase	http://purl.uniprot.org/uniprot/A0A0E1EPD9
GCF-001026925-protein2042.fasta	GCF_001026925	NZ_CP010867.1	66181	66619	2042	Phosphotyrosine protein phosphatase	http://purl.uniprot.org/uniprot/A0A1F0CHU3
GCF-001026925-protein4009.fasta	GCF_001026925	NZ_CP010867.1	2084283	2085903	4009	ABC transporter ATP-binding protein uup	http://purl.uniprot.org/uniprot/A0A0E1EQW7
GCF-000689235-protein865.fasta	GCF_000689235	NZ_HG939456.1	920858	921620	865	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0M2AXE8
GCF-001026925-protein3130.fasta	GCF_001026925	NZ_CP010867.1	1197563	1198529	3130	CpsVJ	http://purl.uniprot.org/uniprot/Q9AFH3
GCF-001026925-protein3941.fasta	GCF_001026925	NZ_CP010867.1	2020593	2022147	3941	Arginineornithine antiporter ArcD	http://purl.uniprot.org/uniprot/A0A0E1EPS2
GCF-001026925-protein2321.fasta	GCF_001026925	NZ_CP010867.1	347430	348732	2321	Permease IIC component	http://purl.uniprot.org/uniprot/A0A1F0CC80
GCF-000689235-protein328.fasta	GCF_000689235	NZ_HG939456.1	360096	361056	328	2-nitropropane dioxygenase	http://purl.uniprot.org/uniprot/A0A1F0CA58
GCF-000007265-protein1245.fasta	GCF_000007265	NC_004116.1	1283737	1290562	1245	methyltransferase domain-containing protein	http://purl.uniprot.org/uniparc/UPI0002BC3D79
GCF-000012705-protein3986.fasta	GCF_000012705	NC_007432.1	1947345	1947807	3986		
GCF-001026925-protein2520.fasta	GCF_001026925	NZ_CP010867.1	551717	552701	2520	Inosine-uridine nucleoside N-ribohydrolase	http://purl.uniprot.org/uniprot/S9BIC5
GCF-000196055-protein1241.fasta	GCF_000196055	NC_004368.1	1277684	1278632	1241	Capsular polysaccharide biosynthesis protein CpsJ	http://purl.uniprot.org/uniprot/S8HHU3
GCF-000689235-protein9.fasta	GCF_000689235	NZ_HG939456.1	10376	10748	9	Septum formation initiator	http://purl.uniprot.org/uniprot/E7S160
GCF-001026925-protein3863.fasta	GCF_001026925	NZ_CP010867.1	1937215	1937755	3863	DNA topology modulation protein	http://purl.uniprot.org/uniprot/A0A0E1EJY3
GCF-000007265-protein1255.fasta	GCF_000007265	NC_004116.1	1304428	1304671	1255	Membrane protein	http://purl.uniprot.org/uniprot/F8Y1E0
GCF-000689235-protein1286.fasta	GCF_000689235	NZ_HG939456.1	1362848	1363202	1286	Integral membrane protein (Rhomboid family)	http://purl.uniprot.org/uniprot/R4ZBL3
GCF-000689235-protein660.fasta	GCF_000689235	NZ_HG939456.1	695712	696111	660	General stress protein	http://purl.uniprot.org/uniprot/S9B318
GCF-000196055-protein377.fasta	GCF_000196055	NC_004368.1	390412	390862	377	Uncharacterized protein	http://purl.uniprot.org/uniprot/S8HM88
GCF-000689235-protein1146.fasta	GCF_000689235	NZ_HG939456.1	1214778	1215981	1146	Integrase	http://purl.uniprot.org/uniprot/A0A1J7UMX9
GCF-000689235-protein983.fasta	GCF_000689235	NZ_HG939456.1	1048185	1048974	983	Formate transporter	http://purl.uniprot.org/uniprot/A0A1J7WRL5
GCF-000689235-protein1833.fasta	GCF_000689235	NZ_HG939456.1	1903502	1903820	1833	MazG related NTP pyrophosphohydrolase	http://purl.uniprot.org/uniprot/X5K5J7
GCF-001026925-protein2426.fasta	GCF_001026925	NZ_CP010867.1	459575	459869	2426	XRE family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A1B8VSR9
GCF-000689235-protein1793.fasta	GCF_000689235	NZ_HG939456.1	1873165	1873429	1793	Uncharacterized protein	http://purl.uniprot.org/uniprot/S9B4X4
GCF-000689235-protein1318.fasta	GCF_000689235	NZ_HG939456.1	1400384	1401305	1318	CAAX protease	http://purl.uniprot.org/uniprot/A0A1F0CC30
GCF-000689235-protein1506.fasta	GCF_000689235	NZ_HG939456.1	1575245	1575563	1506	RNA-binding protein, YhbY family	http://purl.uniprot.org/uniprot/E7S2S5
GCF-001026925-protein2976.fasta	GCF_001026925	NZ_CP010867.1	1044269	1045031	2976	Ribonuclease HII	http://purl.uniprot.org/uniprot/Q8DZT5
GCF-001026925-protein2820.fasta	GCF_001026925	NZ_CP010867.1	872041	872722	2820	Aminopyrimidine aminohydrolase	http://purl.uniprot.org/uniprot/A0A0H1FGX0
GCF-000689235-protein190.fasta	GCF_000689235	NZ_HG939456.1	209117	209939	190	Dipeptide transport system permease protein	http://purl.uniprot.org/uniprot/F8XY32
GCF-000689235-protein276.fasta	GCF_000689235	NZ_HG939456.1	303094	303838	276	Phosphate ABC transporter ATP-binding protein	http://purl.uniprot.org/uniprot/F8XYE5
GCF-000689235-protein1897.fasta	GCF_000689235	NZ_HG939456.1	1976081	1976390	1897	Bacteriocin	http://purl.uniprot.org/uniprot/S9CJE0
GCF-001026925-protein2308.fasta	GCF_001026925	NZ_CP010867.1	335405	336728	2308	Sun protein	http://purl.uniprot.org/uniprot/A0A0H1VP09
GCF-001026925-protein3550.fasta	GCF_001026925	NZ_CP010867.1	1627386	1628121	3550	Putative methyltransferase	http://purl.uniprot.org/uniprot/A0A0E1EJ31
GCF-001026925-protein3762.fasta	GCF_001026925	NZ_CP010867.1	1849592	1850852	3762	Zinc metalloprotease	http://purl.uniprot.org/uniprot/A0A0E1EP49
GCF-001026925-protein3355.fasta	GCF_001026925	NZ_CP010867.1	1431540	1433037	3355	4-alpha-glucanotransferase	http://purl.uniprot.org/uniprot/A0A0E1EIJ0
GCF-000689235-protein1769.fasta	GCF_000689235	NZ_HG939456.1	1849046	1849679	1769	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0E1EJU3
GCF-000012705-protein2644.fasta	GCF_000012705	NC_007432.1	558374	559244	2644	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00005C5853
GCF-001026925-protein3166.fasta	GCF_001026925	NZ_CP010867.1	1234591	1235185	3166	Putative dTDP-4-dehydrorhamnose 3,5-epimerase	http://purl.uniprot.org/uniprot/A0A0H1JSJ1
GCF-001026925-protein2591.fasta	GCF_001026925	NZ_CP010867.1	628046	629423	2591	DNA helicase, phage-associated	http://purl.uniprot.org/uniprot/A0A0H1KPW2
GCF-000689235-protein1207.fasta	GCF_000689235	NZ_HG939456.1	1277552	1278305	1207	tRNA (guanine-N(1)-)-methyltransferase	http://purl.uniprot.org/uniprot/Q3K0F8
GCF-000427035-protein3242.fasta	GCF_000427035	NC_021485.1	1171390	1172716	3242	uracil transporter	http://purl.uniprot.org/uniparc/UPI0002BBBF75
GCF-000196055-protein1121.fasta	GCF_000196055	NC_004368.1	1165321	1165621	1121	Uncharacterized protein	http://purl.uniprot.org/uniprot/F8Y0K2
GCF-001026925-protein2695.fasta	GCF_001026925	NZ_CP010867.1	737285	738284	2695	Glycosyl transferase family 1	http://purl.uniprot.org/uniprot/S9KW34
GCF-000689235-protein214.fasta	GCF_000689235	NZ_HG939456.1	232380	232773	214	30S ribosomal protein S9	http://purl.uniprot.org/uniprot/F8XY55
GCF-001026925-protein2853.fasta	GCF_001026925	NZ_CP010867.1	906375	907278	2853	YpfJ protein, zinc metalloprotease superfamily	http://purl.uniprot.org/uniprot/A0A0H1UVT2
